epoch	t_loss	t_accy	v_loss	v_accy
1	3.237344952929514	0.1265060296076711	2.4544834175748687	0.2240755581011958
2	2.2884094240226203	0.23304093125922468	1.9616505458214257	0.3192405284151744
3	1.8931611235209826	0.30782558018937595	1.6372075217002127	0.38340759161020965
4	1.5919512881663769	0.36198454941129743	1.3116364342173892	0.44275095158051775
5	1.1621537765603256	0.44171126217566475	0.7854130052303393	0.5599886088961153
6	0.8438717991133923	0.507591910109748	0.5793630888777677	0.6089052090913544
7	0.6546831129664551	0.5489356776456742	0.4127333720144853	0.6489678277623595
8	0.5326768773792149	0.5763045048650662	0.30046389384798267	0.6763249683294141
9	0.414261566683964	0.6034175142097585	0.24652986736578994	0.6894511083653379
10	0.3273636904158291	0.6234743289556337	0.20782275265008449	0.6980969518329612
11	0.27506516748478343	0.6352348359649009	0.18964941681524594	0.7034015584589457
12	0.238787963074701	0.6433169969239237	0.18276896260952075	0.7058542824557601
13	0.21208830394564965	0.6492237062244667	0.16999453049289742	0.7094659786148133
14	0.19663736017016956	0.652810457862462	0.1584174789809154	0.7123209207346791
15	0.17400974497695426	0.6575032494309889	0.15563692213578278	0.7133974026855324
16	0.1608484255936298	0.6604571021281559	0.15202342265625698	0.7149850540106335
17	0.14941266687481805	0.6629758953992331	0.14660248140161308	0.7159182624100349
18	0.1381500927157786	0.6653609994251929	0.14670328398783242	0.7172543898573485
19	0.12808094926831837	0.6677242762125327	0.14225768542460848	0.7184384342108675
20	0.12055954205430665	0.669371486909462	0.13846597798893517	0.7195829755758684
21	0.11301514518242722	0.6710425580240343	0.14262204065182182	0.7194062089234723
22	0.10527632353836221	0.672918349181683	0.1386013994899473	0.7206977622356109
23	0.10034817143170546	0.6738248251556478	0.1394128339166086	0.7212739161212919
24	0.09476513818240669	0.6753238635485516	0.13679495352592194	0.7216526058288966
25	0.08971267305808377	0.6763493554553893	0.13745390871209962	0.7223206835934939
26	0.08416870441211781	0.6777731892622545	0.1389890642566354	0.7222568902656601
27	0.08023953865669076	0.6785467206779259	0.14302677100069786	0.7216583590022256
28	0.07822015216127089	0.6790401321213199	0.14270822141777006	0.7223750942852227
29	0.07394842494071482	0.6800543543872144	0.14672138117360725	0.7216255109620137
30	0.07011781900267691	0.6810153406816023	0.14369918027895678	0.7226589373168308
31	0.06755037636468902	0.6816098840280962	0.14530989053812132	0.722698401017164
32	0.06525970925339564	0.6822743144304485	0.1426201729730746	0.7233133909152414
33	0.0618520860828049	0.683108750074133	0.14529448052366195	0.7236271494176639
34	0.05942796443967006	0.6836293880252109	0.15274066704502137	0.7223006574816947
35	0.05763216850295268	0.6841169357736929	0.14535089592899433	0.7238279580258131
36	0.054807639441482675	0.6847846125582102	0.14871686798010908	0.7239230058991376
37	0.05379440991194029	0.6849041708158115	0.14517266292843903	0.7241233437766414
38	0.05188466028964374	0.6854264553838407	0.15000066139528817	0.7243555621818099
39	0.050749494123730345	0.6857094058913483	0.15104968932827123	0.7245161036697639
40	0.048904773310703094	0.6863046209443141	0.14695683336286453	0.7247753226641253
41	0.04792536268698306	0.6865688935994527	0.15285677165030673	0.7246405712863113
42	0.04642760414942937	0.6867403264037357	0.1508693626765429	0.725055264324095
43	0.04385453699198428	0.6873838494060995	0.15362212151597943	0.7245139654446741
44	0.04305364646683596	0.6876174196997887	0.15794949262407407	0.7244761790579418
45	0.0420479236447957	0.687934134818145	0.15139414124796835	0.7253673163208423
46	0.04180066685814646	0.6879721188887978	0.1551693054121077	0.72449370924971
47	0.03920983675079715	0.6885400282118542	0.1569405863587366	0.7251671676102873
48	0.039270793386297534	0.6885811569181998	0.1535351509516509	0.7257060200704961
49	0.038496648757905275	0.6888408503003535	0.1546915624082754	0.7254595736509402
50	0.03732676923124311	0.6890242756020005	0.1552025914536804	0.7255427455883152
51	0.03643673657674537	0.6892652955691789	0.15562941998338395	0.7260957925208161
52	0.03497468189821964	0.6896182872533584	0.15807612383622302	0.7262379719890207
53	0.035559536142427954	0.6896190292955715	0.15356757387851605	0.7257600340230186
54	0.03452231142578747	0.6897497988175637	0.16048846394774255	0.7256776341051386
