epoch	t_loss	t_accy	v_loss	v_accy
55	0.033269275420166194	0.6899974408447037	0.16057109105529968	0.7256471915269757
56	0.03285299600523033	0.6901486772477445	0.1595261073497494	0.7260368514058764
57	0.03255242726592731	0.6903345400984988	0.15731622808192525	0.7261310101330015
58	0.031225940560507964	0.6905495871951177	0.16181735756437174	0.7258638799356846
59	0.031446595712647823	0.6905165121343746	0.15704439703309744	0.7265460633798828
60	0.03088099810590475	0.6907394482276581	0.16153643105232546	0.725787706005898
61	0.02995933975484969	0.6909386856200838	0.16098267367106686	0.7268789984186977
62	0.029578035401989517	0.690979829274958	0.166139286733938	0.7262585698434177
63	0.028397494976432205	0.6911214008848133	0.16875221660357723	0.7259459014852346
64	0.028515332747873788	0.6912519302169453	0.162010880998162	0.7267253923318142
65	0.028075329949262595	0.6912673103036633	0.16840446409093515	0.7261447072445256
66	0.02689873581222891	0.6915720847711995	0.1690970627980179	0.7260987532383607
67	0.0267973651623266	0.6917860538641049	0.16931629817356522	0.7259681889469267
68	0.02731493223340768	0.6914668336520062	0.1654564071642725	0.7266083826263511
69	0.025738773527184792	0.6918346195055566	0.16936721475690936	0.7265665355526987
70	0.025817880168605284	0.6919257846986224	0.1691169280445937	0.7266247786500488
71	0.025394215496708998	0.6919330024227085	0.17053298372923853	0.7267670100560856
72	0.025029869286380176	0.6919838728506258	0.17234616414116521	0.7267678332819115
73	0.025218741542182958	0.6920959016891638	0.16823783575110077	0.727183145327384
74	0.024421446109576788	0.6922596389743134	0.17729031305991863	0.7266333868568249
75	0.025083620246831532	0.6920247388400312	0.17409427264969696	0.7268756258008694
76	0.023647067077549076	0.6923905193920576	0.17293597797267554	0.7272932368876002
77	0.02344879833823114	0.6924407219286296	0.1747521498651976	0.7267774474500039
78	0.023834202467716527	0.6923312886344428	0.1779840416362601	0.7266341178145025
79	0.02245748527335379	0.6926783872957587	0.1832827674263592	0.7265188527258224
80	0.022714892712362836	0.6926140393603271	0.17666973440745992	0.7269346725686114
81	0.022642880820787626	0.6926164136134517	0.1767892774378664	0.7267376320462662
82	0.021823010439677437	0.6927500685670551	0.1808493491874167	0.7265141960968529
83	0.02154227769803851	0.6928569354701051	0.17587137592561317	0.7266660361305816
84	0.02150214552742579	0.6928375682591175	0.17676604496615164	0.726664018534208
85	0.02182494874734667	0.6928275314763788	0.176528002583144	0.7273069613010754
86	0.02081989293096854	0.6931168970600787	0.18213822289802242	0.7264227442654336
87	0.020680589470182965	0.6930332903026563	0.17598300927230995	0.7271392492459055
88	0.021055292221480115	0.6930370108669687	0.17800624684283609	0.7270777146671787
89	0.020194637447970405	0.6932788015683315	0.1816285039546292	0.727092430424646
90	0.01951153321764011	0.6933776786701878	0.18005665183376277	0.7273514888949981
91	0.01971092632541814	0.6932917321275055	0.18273042624837094	0.7273480076518789
92	0.019680338520284446	0.6932843334270847	0.1779857250872221	0.7271635520742445
93	0.019416492866519346	0.6933730512643068	0.18132953877535543	0.7275634421259255
94	0.02020326901222804	0.693210223961603	0.1836726580415236	0.72722738268784
95	0.019316316334553503	0.6933816782600817	0.17941239016454374	0.7274731510751352
96	0.018257779954349525	0.6935888130980716	0.1839558862922104	0.7266052165467344
