epoch	t_loss	t_accy	v_loss	v_accy
1	1.4095271323950014	0.402245130309871	0.40782488230026637	0.6432922293484326
2	0.45742981613923533	0.5932933063495336	0.18043424401363103	0.6994207382568778
3	0.23423639145166641	0.6445965893343449	0.1131919740297987	0.7158180495652422
4	0.14964204140550058	0.6639782150224247	0.08326349280634496	0.722957894131335
5	0.11132217780264289	0.6726571330308476	0.06743109047624882	0.7269067527766547
6	0.08911137649135963	0.6775743935054249	0.05767917271018453	0.7292982863802697
7	0.0745926920199621	0.6807536444857951	0.051468830914224134	0.7308644216468329
8	0.06448406352437265	0.6830101926918133	0.04706720996938462	0.7320309050336116
9	0.05677985135501787	0.6847139211151354	0.04295620526972921	0.732877858606517
10	0.05087251493616281	0.6860031459962516	0.0416212505279329	0.7335863241287723
11	0.04617512858917244	0.6870288081593142	0.039146614857076364	0.7341362229894881
12	0.042368980019358106	0.6878873578019149	0.03827962879352484	0.7344741844823567
13	0.03869409921578977	0.6886554341620987	0.03782669213196143	0.7347550588115898
14	0.0360637280047028	0.6892166745810083	0.036732119625609454	0.73505835273659
15	0.03353952857955163	0.689771177654979	0.03604608917141401	0.7352551883707896
16	0.03155186486985759	0.6902297397140874	0.034893828319754856	0.7355521543936938
17	0.02978169182882117	0.6906311008260383	0.03552064336259246	0.7355400320047061
18	0.028073920164331773	0.6910012900671296	0.034761139742737215	0.7357096997715793
19	0.026725726573669645	0.6913267745564826	0.0355156636925732	0.7357767432259188
20	0.025386305676599906	0.6915989243277751	0.03461240089825244	0.7359090089987962
21	0.024110208483475618	0.6918881916142858	0.0334991028542245	0.7361633157442966
22	0.02297505940711945	0.6921237045314441	0.03404885898412116	0.736224614141795
23	0.022111687524803515	0.692338375344832	0.033333194306274926	0.7363826210384202
24	0.021220887658153678	0.6925117270984219	0.03438269978622804	0.736215524968543
25	0.020408857007022087	0.6927208376754108	0.03355173128525976	0.7364164441550691
26	0.019817493916479603	0.6928486763775719	0.03249202546856052	0.7365029405587107
27	0.01888282450844124	0.6930798837797733	0.0327409473818067	0.7365301008122793
28	0.01818954947842865	0.6932346942157276	0.0332992465245063	0.7366768793493964
29	0.01772131499448031	0.6933285203021388	0.03368958073914256	0.7367194315257618
30	0.0171996615833305	0.6934362660966111	0.03298487753590554	0.7367942487579492
31	0.016788563563133248	0.6935326160734392	0.03378713167130698	0.7366573373000369
32	0.016110847998956974	0.6937064629080776	0.03258851237846842	0.7369048379252199
